#  ptzoom_Higgs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.98485112              0     0.98426789              0     0.98543435              0
              2      2.7050911              0      2.7033371              0      2.7068451              0
              4      3.8555903              0      3.8528537              0      3.8583269              0
              6      4.4078669              0      4.4044599              0      4.4112739              0
              8      4.5455956              0      4.5417676              0      4.5494236              0
             10      4.4171799              0      4.4132343              0      4.4211255              0
             12      4.1695371              0      4.1656659              0      4.1734083              0
             14      3.8585517              0      3.8548144              0       3.862289              0
             16      3.5366655              0       3.533158              0       3.540173              0
             18      3.2139088              0      3.2106609              0      3.2171567              0
             20      2.9084605              0      2.9054431              0      2.9114779              0
             22      2.6361846              0      2.6333721              0      2.6389971              0
             24      2.3834101              0      2.3807969              0      2.3860233              0
             26      2.1535012              0      2.1510665              0      2.1559359              0
             28      1.9504333              0      1.9481517              0      1.9527149              0
             30      1.7666897              0      1.7645843              0      1.7687951              0
             32      1.6001198              0      1.5981994              0      1.6020402              0
             34       1.454165              0      1.4523673              0      1.4559627              0
             36      1.3186245              0      1.3169524              0      1.3202966              0
             38      1.1996972              0      1.1981276              0      1.2012668              0
             40      1.0954127              0       1.093949              0      1.0968764              0
             42      1.0023969              0      1.0010381              0      1.0037557              0
             44     0.91314971              0     0.91188142              0       0.914418              0
             46     0.83400175              0     0.83282576              0     0.83517774              0
             48     0.76546211              0     0.76436697              0     0.76655725              0
             50     0.70027507              0     0.69924869              0     0.70130145              0
             52     0.64262907              0     0.64168093              0     0.64357721              0
             54     0.59192392              0     0.59101473              0     0.59283311              0
             56     0.54467308              0     0.54381959              0     0.54552657              0
             58      0.5017039              0     0.50089192              0     0.50251588              0
             60     0.46357195              0     0.46280425              0     0.46433965              0
             62     0.42817126              0     0.42743907              0     0.42890345              0
             64     0.39526933              0      0.3945758              0     0.39596286              0
             66     0.36681569              0     0.36617992              0     0.36745146              0
             68     0.36681569              0     0.36617992              0     0.36745146              0
