#      pt_Higgs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      0.4455337              0     0.36612219              0     0.52494521              0
             20     -0.0706875              0   -0.076883478              0   -0.064491522              0
             40     0.00412828              0  -0.0050257211              0    0.013282281              0
             60     0.00590509              0   0.0045814342              0   0.0072287458              0
             80     0.00620375              0   0.0031538284              0   0.0092536716              0
            100    0.006201431              0   0.0050801925              0   0.0073226695              0
            120    0.004307926              0    0.003074129              0    0.005541723              0
            140    0.002585031              0   0.0019141645              0   0.0032558976              0
            160    0.001842194              0   0.0015932848              0   0.0020911032              0
            180    0.001810791              0   0.0015843829              0   0.0020371991              0
            200   0.0013386291              0   0.0010386062              0    0.001638652              0
            220   0.0008863702              0  0.00064962822              0   0.0011231122              0
            240   0.0006883019              0  0.00057215262              0  0.00080445118              0
            260   0.0005423577              0  0.00042811945              0  0.00065659595              0
            280   0.0005139577              0  0.00040088943              0  0.00062702597              0
            300     0.00042587              0  0.00037631492              0  0.00047542509              0
            320  0.00026795043              0  0.00022240898              0  0.00031349188              0
            340  0.00026795043              0  0.00022240898              0  0.00031349188              0
